c.commentId,text,category
Ugyb9vyuI-sdu3Udy8F4AaABAg,ti vorrei come prof,Positiva
UgxR3vd7VQ-vreEONCJ4AaABAg,elettrone,Neutrale
Ugx_VqPiS0lBu0t_Bxx4AaABAg,"Proiettili: campagna 
Onde: pene
Elettroni: cazzo di cane

STAMPATO",Negativo
Ugz9r0732Np1Y6D5AUt4AaABAg,E poi si scopri che Maike Corleone aveva le appunti nel reggiseno.,Negativo
UgwM221zdft28japljt4AaABAg,"Ma dai,era tutto preparato per share...",Complottismo
Ugxf6nWhwqxkmpGzThx4AaABAg,"4:32 (ma non solo): alla sinistra di colui che parla, con i baffi, il MITICO Ludovico Peregrini, il ""SIGNOR NO"", noto infatti per la sua integerrimità, per la sua integrità e la sua risolutezza, a cui diciamo ADDIO! 😔 Un altro PEZZO di STORIA DELLA TV 📺 che ci lascia... 😔💔 Dopo Mike, anche lui... 💔😔",Positiva
UgwI_Wq3rYvllaizVg54AaABAg,"La signora Livoli stava molto male, come lo stesso Mike ammise a metà trasmissione. La registrazione di una puntata durava anche 5 ore e lei soffriva a causa di una dolorosissima colica, disturbo di cui già softerto in passato. Chiese di potersi ritirare;  la produzione piuttosto che degli analgesici le diede dei tranquillanti (benzodiazepine) che la sedarono lasciandole il dolore. Ma vi ricordate quella puntata? Io si. In faccia era livida e stravolta. Ma quale truffatore tirerebbe fuori degli appunti con le telecamere puntate in primo piano su di lei e gli occhi di milioni di persone addosso. Non un truffatore ma una persona in stato di incapacità. Tutto questo non venne fuori perché ovviamente faceva una grande audience e per mascherare il cinismo della produzione, ma successivamente lei lo raccontò, arrivando fino in tribunale, tardivamente, dove però i tempi erano già caduti in prescrizione",Negativo
UgxozlERIDUTSnl_w7Z4AaABAg,Tutto studiato per far vedere che nei quiz italiani non c'è trucco e non c'è inganno come poteva avere gli appunti se non si sapeva ancora l'argomento?,Complottismo
UgxW39UYi3sP_0bwaX14AaABAg,Figuraccia tremenda 😂,Negativo
UgygwvBOa5gGehFJ9G94AaABAg,"Questa scema sara' ancora al mondo? Durante il quiz disse che doveva andare in bagno perche' non si sentiva bene cosi' ripasso' gli appunti, in cabina continuo' a leggerli sotto il banco, aveva una faccia da impedita e poco normale, alla fine ha finto uno svenimento! E' UNA TRUFFATRICE che fa la Psicoterapeuta! Pensate come siamo messi!!!",Negativo
UgzIoja_BIvBl90pk0x4AaABAg,"Ma se distribuiscono soldi, perche non bisogna fotterseli ???",Negativo
Ugy0oDKS0FzkrvrLrhJ4AaABAg,Erano dei miei appunti…😂😂😂😂,Neutrale
Ugxv8chyW9IqTYEFwNp4AaABAg,Se avesse studiato a memoria i bigliettini come gli altri concorrenti non sarebbe stata scoperta!!😂😂😂,Negativo
UgxS__3UXhcHVD4W1k54AaABAg,"Cmq rispondeva anche alle domande era preparata, poi Mike è il solito cafone e ignorante",Negativo
UgxQOwlEiLOZn1IrHbR4AaABAg,Le munnezze ci sono sempre state . Mike sempre un grande dei telequiz. RIP.,Positiva
UgyAe3yDLrkTjcbVbaF4AaABAg,Simpatico come le morroidi,Negativo
Ugx44Fwb5j6icUMUAbZ4AaABAg,"Però Mike è antipatico da matti, una cattiva persona proprio! Anzi era!!!!!!",Negativo
UgzF07BBBapZl1QjU7t4AaABAg,Tuto preparato,Complottismo
UgyDCBDEAqpp_a-jK-x4AaABAg,Quella buona donna mi hanno detto che per lo shock non è riuscita a procreare 😂😂😂,Negativo
UgylwxlolbDaFd1bYg54AaABAg,col senno di poi mi sa che era tutto organizzato,Complottismo
UgzeDyf0daSaxMu-M3p4AaABAg,"Sono donne Mike... È vero pure che tu eri razzista con quelli da Roma in giù... non perdonasti ai calabresi il paliatone che ti fecero quando nella seconda guerra mondiale ti paracadutasti in Calabria...😂.. Ahahahah vecchia canaglia protoleghista.😂😂 Credo che il giovane Renzi partecipò al tuo gioco ""gira la minchia""..😂😂..un circo di filibustieri",Discriminatorio
UgwnTI0rl0l2SQxDXkZ4AaABAg,Grande Mike,Positiva
Ugz53AJqPCaTvJTarMl4AaABAg,Mah...quanto di vero ci fosse in questo episodio non lo so...ma la corsa di Carosi è veramente inguardabile!,Negativo
UgyZKcTIDeZu1aOtjjF4AaABAg,carosi fa una tenerezza,Positiva
UgxEjhQ_v_kV2s911E94AaABAg,"Truffa per truffa, la vera truffa la compiono quelli che anziché pagare in denaro pagano in gettoni d'oro. L'oro non e' sempre valutato allo stesso modo. Dunque i veri truffatori non sono i concorrenti ma i produttori di telequiz.",Negativo
Ugzlv5lmW25PJ86blMB4AaABAg,Ma non vedete che e' una sceneggiata?,Complottismo
UgyIY1u720lXgdrXW894AaABAg,Tutto finto,Neutrale
UgzjcwmSuvkRiM--RJR4AaABAg,Il leccaculo del signor Berlusconi.....,Negativo
Ugwph18q4DjUhj5bIzB4AaABAg,La faccia della finta buona lei 😂😂😂😂,Negativo
Ugzi3Ig6vTjvNUT9t3R4AaABAg,In tv è tutto preparato per fare odiens..  come quello che disse vinsero le battaglie grazie alla loro fig....😂 ma veramente credete a tutto quello che vedete?,Complottismo
Ugyx9QlzMllqHZIzzXF4AaABAg,la prima e unica volta che ho visto Mike arrabbiarsi,Neutrale
UgxkziSNnUjH1kOxN0p4AaABAg,io l avrei perdonata     e avrei voluto essere il suo bigliettino nascosto,Neutrale
UgwP-678JbCRkyQZsUt4AaABAg,Sono certo che dopo più di 30 anni la Signora Livoli si rifara' ad Affari Tuoi di Stefano De Martino,Neutrale
UgzBwkVxceq9IulU_c94AaABAg,Il finto svenimento é da ciliegina sulla torta,Negativo
UgxFr4aolIH792h8PEZ4AaABAg,"bravo mike, però prima è passata da arcore li non si è messa i bigliettini ma altro",Negativo
Ugx7j_E6Z2TRs1cJy_t4AaABAg,Boccaloni,Negativo
UgyisUGJIASTg67n3G54AaABAg,Che vergogna,Negativo
UgxCjs3kGmzK7U7KFih4AaABAg,Che figura di menta😂😂😂,Negativo
Ugx1N-TrGxHdNgNaRIR4AaABAg,"Poteva rispondere ""La cipolla"", nel dubbio è sempre la risposta esatta !",Neutrale
Ugw3nXDn7c_B2b6JWV14AaABAg,Ma almeno avvisarlo 😂.,Negativo
Ugx5p-Lj1CxzAi_i0sN4AaABAg,"Un bel cervellone....mica tanto..
Ha fatto la più grossa figura di merd della storia della televisione 😅",Negativo
UgwLeqEjY9KviG1BBR94AaABAg,pensate che psicologa poteva essere..,Negativo
Ugz576VY1fm7gk4CHeZ4AaABAg,Me lo ricordo benissimo 😂,Neutrale
UgzhmAdpBedJRSloRxN4AaABAg,Gli asini volano!,Complottismo
UgyGep4aaLff3LyhgYB4AaABAg,"guarda caso, la psicologa è truffaldina. hahahahaha. quelli sono tutti pazzi criminali. ""psicologi"" è un'altra parola per malati mentali che fanno della loro pazzia un lavoro.",Discriminatorio
UgywvitWNU2s8fYysoN4AaABAg,Che figura di...,Negativo
Ugzr6rA_8vQRTiNQzj14AaABAg,Che figura 😂,Negativo
UgyQgN4VP1PWpOIif-t4AaABAg,"Tutte truffe! La televisione la guardano i gonzi,da un bel po'!! Il principale mezzo di disinformazione!!",Complottismo
UgzoW9JgOq7kvirKFG14AaABAg,Chi era la valletta?,Neutrale
Ugz9aUQEYBDD9ip3QUF4AaABAg,siamo un paese in cui succedono queste cose e mike sembra meravigliato ma per favoreeeeee,Negativo
UgyOwh9IzrbTdmQrNbp4AaABAg,La stessa figura di m.. che ha fatto stamattina  una donna al mercato quando ha cercato di rubare un flacone di detersivo 😂😂,Negativo
Ugzw_rH8o0d5LZ4Fsx54AaABAg,Pagliacciate,Negativo
UgxjWGkVOq9nSfci6JF4AaABAg,Oggi qualcuna avrebbe il coraggio di dire che non si tratta così una donna e che Mike si è comportato da maschilista 😂😂😂,Negativo
UgwPw3g2YdqXPA3JP3p4AaABAg,"Sinceramente da condannare il gesto, però il signor Mike, poteva essere più discreto dare la pubblicità e dire quello che ha detto davanti a milioni di telespettatori ,il signor Mike era bravo a presentare, ma era una persona per i miei gusti arrogante,presuntuoso e poca discretezza",Negativo
UgwTFrFBZ9BSVlFZDfh4AaABAg,Tutto pur di alzare audiences.....caro Mike,Complottismo
UgyPQvDmMs6-OC_D-gd4AaABAg,"0:58 ora si spiega tutto, in realtà siamo stati tutti ipnotizzati, lei ci ha fatto credere di star barando per passare alla storia della televisione",Complottismo
Ugymi8G5lNlfo39Ygrt4AaABAg,"Mado', provo imbarazzo io per lei. Poi lo svenimento probabilmente fu reale: dovuto per lo spu**anamento in diretta nazionale 😅",Negativo
UgzaIaKL_dIK7_q95EB4AaABAg,"Più tardi in casa Carosi gli regalò la metà della vincita, quindi piano perfetto. 😎",Complottismo
UgwSjLEtncXnv-4Jk-x4AaABAg,Pacciani e Livoli innocenti,Negativo
UgyH6Ifk2RgG-bXuX9x4AaABAg,"Dopo tutti i titoli della furbetta ha dimostrato di essere davvero un volpe,gra figura di .......",Negativo
Ugx1LNo7XqxTmfpgidd4AaABAg,Qualcuno del pubblico disse qualcosa ....mai capito chi fosse e che cosa disse,Neutrale
UgwBaH75K_oV3IG39ex4AaABAg,Ma siamo in italia  signori miei!!!!,Negativo
UgwYZt2llj9FYcrYtyx4AaABAg,0:05,Neutrale
UgybjZpX6SBhDFwok3F4AaABAg,Amate e innamoratevi 💑👩‍❤️‍👨👨‍❤️‍💋‍👨👩‍❤️‍👨👩‍❤️‍👨👩‍❤️‍👨👩‍❤️‍👨💑🫂👨‍❤️‍💋‍👨👩‍❤️‍👨,Positiva
UgzS4Rxi7x6lhmyyZDp4AaABAg,"Prima cerano alcuni concorrenti disonesti ora sono i quiz che sono falsi ,un esempio lo scandaloso programma dei pacchi di affari tuoi di qualche anno fa dopo quel fatto io non credo più a nessun programma dove si vincono soldi",Complottismo
UgzvrsdOnixqUtspgXN4AaABAg,"Ci sono 120 milioni in ballo e lei usa i bigliettini 

Io avrei risposto e vedi tu , mica ce scritto coglione sulla fronte",Negativo
UgwxCSCUTqLdRSuwgBJ4AaABAg,"Per me è stato tutto organizzato, perché è assurdo che i costumisti in primis non si accorgessero che lei stesse nascondendo qualcosa.

E poi la sceneggiata di lei, ulteriore prova.

Mike le inventava la notte queste cose per alzare lo share, un grande!

Infatti se notate non sembrava davvero arrabbiato, ma più che fingesse di esserlo",Complottismo
UgzjuBCAGE8hr1Nm9k54AaABAg,E' difficile capire se la scena era combinata perchè da un lato...lei aveva 3 foglietti in croce; quante informazioni potevano contenere?E poi lo fa in modo così palese che Mike non poteva non accorgersene.D'altro canto però mi chiedo perchè una persona debba sputtanarsi così.Mah ! Non si saprà mai.In ogni caso anche fosse stata una messa in scena sicuramente Bongiorno ne era all'oscuro perchè si vedeva che era del tutto spontaneo,Neutrale
UgxOsyDQVHbA99dmkIl4AaABAg,"E vero, proprio la trasmissione e una truffa 👎👎👎👎",Complottismo
Ugxjltf-taJq9S1sFS14AaABAg,Incredibile c'è qualche italiota anche qua sotto che crede ancora a questa ridicola recita,Negativo
UgyI_Sjf5rfIJLIASLh4AaABAg,"Secondo me, è stata tutta una messa in scena,per fare, un po' di teatrino!.",Complottismo
Ugz1mSrk8-RbVSqkcAR4AaABAg,Immagino fosse tutto preparato.,Complottismo
UgydXMQLrgU7wlDG6UZ4AaABAg,"Bravo Mike, così si fa! Ci vuole serietà e correttezza in tv, come nello sport!😊 Eri e resterai per sempre una figura di ottima televisione che ci faceva divertire, emozionare, ridere senza volgarità! Ora, purtroppo, tutto questo non c'è  più!",Positiva
UgxI5o7tggB4zE8m1Dx4AaABAg,"Ma la gente che pensa che la scenetta sia vera, esattamente, di che problemi mentali soffre?",Negativo
UgzvUXay_YI0S_CugSx4AaABAg,E se fosse stata la prima fiction? D'altronde la TV è spettacolo. E se da lì fosse partito tutto!!  Un colpo di scena incolla il telespettatore allo schermo e da lì grande fratello ecc così vi riempiono il cervello di stili di vita inappropriati ( reality ) tanto basta fare visualizzazioni.,Complottismo
UgwG8HAzvi8gWXgeXp94AaABAg,Nostradamus nostradamus in connescioannn vai a gagherrŕrrr,Negativo
Ugze4WGXl6WGv1yuSE94AaABAg,Già a tempo avevano capito come prendervi per il CULO A TUTTI 😂😂😂,Complottismo
Ugz9naXZZYIz-OyxvDh4AaABAg,"Per me erà tutto combinato,  ma se ero in lei morivo.....",Complottismo
Ugz0BixKjqsBeehWWbV4AaABAg,Tanto con tutto quello che ha rubato maik,Negativo
UgzJ22ShIF5vbXca-El4AaABAg,Io sto con la signora livoli.,Positiva
Ugxkwj0PJPxlB-6CPo14AaABAg,Mike Buongiorno un essere orrendo,Negativo
UgxG7kP_dGL8IUqO8zR4AaABAg,Era tutto programmato per fare ascolti,Complottismo
UgyHhL5cRaRnnsnjfON4AaABAg,Nessuno mi toglierà mai dalla testa che il 60% degli psicologi sono i primi ad essere psichiatrici forte 😅.,Discriminatorio
UgxrnYdOqu25ocGPPtR4AaABAg,Condivido personalmente e pienamente il video raffigurante la puntata del programma televisivo che ricordo benissimo,Positiva
Ugws2SJw7SUCQjxB4h94AaABAg,Mike... Bravo conduttore ma di un animo glaciale.,Negativo
Ugzfdp6mXnRwo2qgFVF4AaABAg,Trasmissione ... all'epoca pilotata 😂😂😂,Complottismo
UgwBfA43viHR62mlnKl4AaABAg,Grande Mike.,Positiva
UgwOK6MBNON_HyoWIuR4AaABAg,Che vergogna 🤦🏻‍♀️,Negativo
UgySc7xk9hZ0XDpkbG14AaABAg,Pensatela come vi pare ma per quanto mi riguarda tutto questo NON DOVEVA ANDARE IN ONDA. UNA COSA CHE REPUTO BEN PIÙ GRAVE DELL' IMBROGLIO.MA SI SA...MIKE ERA UN ROBOT.,Negativo
UgzuW2f5LtZMCPs3N1h4AaABAg,i telerincoglioniti che commentano come se questa fosse realtà....la corsa del Carosi....l'errore di farla andare in bagno...elettorato passivo da togliere immediatamente,Negativo
UgyePAvpDe5WStw0y-d4AaABAg,Per me era tutto preparato. Ottimo stratagemma per fare salire gli ascolti.,Complottismo
UgwWBKPgK0DFjb2LeH14AaABAg,Lei ha un foglietto poi mike fa vedere 3 o 4 fogli... mah!,Complottismo
Ugyd0rFbJjbdeJdIBhx4AaABAg,Per me tutta una farsa!,Complottismo
UgyeMygXRuKa0aGhC654AaABAg,"Nessuno ha tirato in ballo il patriarcato, il quale ha fatto vincere il signor Carosi? 😂",Negativo
UgxhU_bOqLCMSssr19N4AaABAg,"Era già tutto preparato, purtroppo la televisione di ieri è il fastidio di oggi, schifezza totale dove si paga il canone con programmi veramente vergognosi,caro Mike questa farsa potevi risparmiartela,sono attori,cosa non si fa per l'audience.",Complottismo
Ugz8KrXZn3p8ZuJu5754AaABAg,... la vera 'superba' figura l'ha fatta Mike e ha fatto fare una 'figura di ...' a tutto lo staff del telequiz; doveva far finta di niente e poi dietro le quinte si denunciava tutto quello che doveva ...,Negativo
UgzG2JdsPBOOA1uqwp14AaABAg,"Al minuto 4, secondi 50/51, c'è il marito della Livoli 🙂 ...ahahahhahah..scherzo dai...",Neutrale
UgzAovT-giOTR3oDVLl4AaABAg,"chat , mi confermate che il signor Carosi è campione ??",Neutrale
UgxDRVfYzx_gdARp5LB4AaABAg,🌹🌹🌹🌹🙏,Positiva
Ugw2vAEk6CYT2nYD3i94AaABAg,"a distanza di anni, lo vedo da un punto di vista negativo bongiorno",Negativo
UgzW9HW7bBylzIXGVSx4AaABAg,"come fate a non capire che è tutta una messa in scena per fare vedere che loro sono onesti e scovano la truffa dappertutto? per dare ancora più credibilità al gioco in tv. non capite? eppure mi sembra semplice. quella è un'attrice (poco brava) pagata dalla tv per prendevi per il culo, come sempre..",Complottismo
UgwLNDjGH7PfEjwD4Yd4AaABAg,Sarà vero??,Neutrale
Ugzv48KX4jZimC5D4KB4AaABAg,grande  mike  i truffatori   cosi  vanno squalificati e oltre,Positiva
UgxiAVHKIXvse5tm7n94AaABAg,Non l'hanno fatto perché gli USA hanno preso parte alla visita come un rituale non diverso da una semplice colazione.,Negativo
UgwdjKJR5n7re352Tl14AaABAg,"Meloni, lascia questo posto alle persone capaci, che hanno studiato. Vai a casa. Governare un paese non e come crescere un figlio.",Negativo
Ugx6GCUPggDR2yAgVpZ4AaABAg,Ma questa ci sei o ci fai,Negativo
UgwuZYAtDOyTwXuHRTR4AaABAg,"Penso che i rappresentanti dell'attuale governo abbiano dei bicipiti molto muscolosi, con il loro continuo lanciare pietre e nascondere la mano dietro la schiena. Penso sia un esercizio fisico fruttuoso.",Negativo
UgxNthgEsqHv-fPD3dZ4AaABAg,"Ma della bandiera italiana qualcuno ti ha chiesto cosa significano i colori ? Se non lo sai Meloni,te lo posso dire io🙄",Negativo
UgwTAduoQvJZK4ARYYd4AaABAg,"Identità di genere vuol dire io mi sento un criminale, sono autorizzato a fare il criminale,🤗🤗🤗🤗🤗🤗🤗",Discriminatorio
Ugxy9AA-ahleaNSLpeJ4AaABAg,"Ma basta cin questi LGBTQ. Da quando una lobby ricca e influente viene fatta passare per ""minoranza perseguitata""?

I veri diritti sono quelli economici, nn quelli civili",Discriminatorio
UgwmH-P6OhPKCzilQMp4AaABAg,"In America è pieno di contestatori del mondo LGBTPQXYZ++ in democrazia è normale contestare qualcosa, l'importante è farlo in modo civile senza paura di ritorsioni.",Neutrale
UgyyFj9mcKxTCs6b4EZ4AaABAg,"See, dibattito strumentale...i conna chi avi 🤘",Negativo
Ugyn1tt06F_gaRg-tvN4AaABAg,CHE  C'È  TI VA DI  TRAVERSO QUALCOSA? SCANDALIZZI TU PER TUTTI  I DIETROFRONT CHE HAI FATTO TUTTE LE  PROMESSE ERANO SOLO PER PRENDERE VOTI .COSA NON SI FA PER LA POLTRONA!!!!!.,Negativo
UgwpfZDVufXOoMZWjHV4AaABAg,"i soliti fascisti analfabeti ed ignoranti, tentano di togliere diritti a figli, negando le famiglie di fatto in quanto società naturale!

Informativa ai sensi delle famiglie che adottano figli, e che hanno gli stessi diritti delle altre famiglie... senza distinzione di sesso!

Informativa ai sensi degli articoli 3 (al comma 2 è prevista la rimozione degl ostacoli, anche ministeriali), 29, 30 della Costituzione Italiana Antifascisti!

In pratica, se siete fascisti non avete diritto di essere italiani, mentre i migranti che ripudiano le guerre sì!",Estremismi ideologici
Ugzq3vC1Z9g59tOOhjl4AaABAg,Ma questa che ruolo ha in politica !,Negativo
Ugy3vr-FYKZ6-FWL-yp4AaABAg,Bla bla bla bla bla,Negativo
UgxH0bNmF75dnR7N-oB4AaABAg,giorgia non rispondere a queste domande te lo fanno apposta i senza testa e cervello dei diversamenti democrayici unitamente ai cervelli vuoti dei 4 stelle,Negativo
UgzKbjjlqFDzBueHKMt4AaABAg,"A LAMPEDUSA ARRIVANO I CLANDESTINI ...
GLI STIPENDI SONO PIU' BASSI D'EUROPA
LE PARTITE IVA INDIVIDUALI SONO A RISCHIO CHIUSURA
E QUESTI PARLANO DEI KULATTONI !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",Discriminatorio
UgyaAL8EWCAxqtyDak54AaABAg,"togliere diritti a bambini, fingendo di averne diritto... è ignoranza!",Negativo
UgyuZPx8OS80skxl-SZ4AaABAg,"Ancora si permettono di parlare.....I geni di sinistra e le loro riforme genitore 1 e genitore 2 ...La colpa della combustione delle sigarette,dei rifiuti non ben differenziati spesso i cittadini non differenziano bene mettono nel sacco della plastica anche il cartone e viceversa,non vanno a piedi e si ostinano ad andare in automobile,non coibentano bene le loro case,consumano troppa acqua per farsi la doccia ...la colpa è solo dei cittadini italiani .Molti  Comuni per evitare che il mondo finisca per colpa dei cittadini italiani hanno messo il codice a barra identificativo sui sacchetti e il cambiamento climatico si sta arrestando ...meno male ...",Negativo
UgwGvG2767gZYrexkix4AaABAg,"Anche qui imbarazzante... si vede che ha ricevuto pressioni dagli americani, visto che li l'ideologia lgbt è estremamente estremizzata, ed è già pronta a rinnegare la posizione di fdi anche su questo tema.",Negativo
UgzXdg4M9VsBidlrIft4AaABAg,Adesso torna in Italia per dirci cosa gli hanno ordinato gli americani 😂,Negativo
UgxHxGLtLJReEdxQyNp4AaABAg,In turkia stato mussulmano ci sono migliaia di trans bi e lesbiche come mai li non si parla ed e normale mentre in europa e il problema nr1non e una cosa che interessa uno stato ognuno puo vivere come vuole ma non stumentare,Neutrale
UgxGD2Xe_x1lP9zi-UJ4AaABAg,Meloni chieda a joe biden come se sterminato gli apache 😊😊😊😊😊,Negativo
UgxUcyupZN2ssdbWrRZ4AaABAg,Una figlia lesbicaccia avrai!!! 😂😂😂 pescivendola 🎣,Discriminatorio
UgxJdFZCSMfmtFjDrwt4AaABAg,"Caciotte da ora in tutti i MacDonald dell'Orbe Teracqueo. Ma veramente dalla scuola dell'obbligo italiana escono personaggi , anche disgraziati, ahahahahahahahahahah!!!!!!!!! come questo Giorgio Melone?",Negativo
Ugz9JIMCpMXLNO6039t4AaABAg,Speriamo in una vittoria di Trump o Kennedy nelle prossime,Neutrale
UgwgVrloixHmCUgzQZF4AaABAg,"La  domanda della giornalista del tutto inutile,banale,che non frega niente a nessuno,non c'è nessun diritto lgbt violato",Negativo
UgyOgXCPfwb5REN-V8t4AaABAg,Presidente mi scusi perché tira in ballo la sinistra? Molto probabilmente sono avvenuti notevoli cambiamenti che inducono a fare diversamente adesso. Erano stati tolti i vitalizi perché questo governo li ha rimessi? Quindi vede che le cose cambiano? Il colpetto di tosse indice di nervosismo😂😂😂,Negativo
UgzML5qn1RV6P9wJph14AaABAg,"Per ottusa omofobia rendi la vita difficile al 95% dei fruitori della maternità surrogata, che sono coppie eterosessuali.

In Italia si fanno già pochissimi figli, se rendiamo ulteriormente difficile averne impedendo la maternità surrogata vuol dire proprio avere in odio il Bene dell'Italia.",Negativo
UgwVG4Ys_rNt4dFnaZR4AaABAg,Quindi solo sterile propaganda?,Negativo
Ugz_lFOFBMYR_Do3iqB4AaABAg,Neanche a Biden non glienefrega un azzo de sti lgbtqq..... è più interessato armi e alle basi militari con relativi sudditi.,Negativo
Ugz0-yOZySd2--QvlQ94AaABAg,"già, le sinistre pensassero a lgbtx, clandestinaglia e simili. Seguiti dai 5Stalle opportunisti in cerca di alleanze per riacciuffare poltrone. Poi però facciano le riunioni per meditare sul perchè stanno sparendo, purtroppo solo politicamente",Negativo
Ugw67vE2_16t_EoAzlN4AaABAg,Il nulla mischiato col niente.,Negativo
UgxjUQyeesdASrVLnJ14AaABAg,Spiegaci ancora il significato della bandiera italiana. Patrioti di cartone,Negativo
UgyqSDrDTl1BU_tIOaZ4AaABAg,con tutti i problemi che ci sono parlare di questi mi viene una desolazione incredibile.,Negativo
UgzXv96pXSCoqlbBLPp4AaABAg,No alla vendita di esseri umani.,Negativo
Ugy47slB93l9B44HYpl4AaABAg,"Analisi pre/post domanda: Tossisce, si appoggia con due mai sul leggìo (pensa: porca troxx pure qui mi rompono le bxxxe)  e si tocca il naso per ben due volte 😂😂😂 Si trova proprio a suo agio 😂",Negativo
UgyE95VkrpSdvidnt9B4AaABAg,"Questo, anche circa i diritti Lgbtq,  è un governo di cavernicoli fuori dal tempo. P.S. segnalo, inoltre, la ""moda"" di noti troll di destra, di camuffarsi dietro a finti nomi stranieri, con relativi commenti. Sempre volgari, e pieni di fakenews.",Negativo
UgzareZ-uPu0h5uQDgl4AaABAg,"Elon Musk sta costruendo una villa in Italia dove molto probabilmente porterà i suoi 2 figli nati da gestazione surrogata, mi chiedevo se la legge appena voluta da Giorgia Meloni che condanna e proibisce di portare in Italia ogni bambino non nato da una famiglia tradizionale valga anche per i figli di Elon Musk .
Anche perché 9 coppie su 10 che comprano i figli tramite maternità surrogata sono etero, ricchi e soprattutto di destra.",Negativo
UgzVn2-etdOVfxm0y3N4AaABAg,Il suo amico conservatore di estrema destra ha portato dal papa il figlio nato dopo una maternità surrogata e lei non ha mosso ciglio.,Negativo
Ugwa1azZ5B6yEo7_JSx4AaABAg,🇪🇺TU ITALIANA! DICI COSA POI FA ALTRA!,Negativo
UgyQxA-10SzoStP5MuJ4AaABAg,Ancora con queste minoranze in bocca : domande stupide che nn meritano neanche risposta!,Negativo
Ugx231NkBvoLDEL3cQ54AaABAg,Che squallore,Negativo
UgxtVTKfqYG_4cBfwl94AaABAg,"VERGOGNA, VERGOGNA, VERGOGNA!!!",Negativo
UgwxwxgoxajPNpWz83t4AaABAg,Ma stai zitta e trovati un lavoro,Negativo
Ugy9mnNSThF2pDZyjdB4AaABAg,Adesso il vostro DNA é di Pfizer e Moderna siete OGM..🤐🤷🏻👍,Disinformazione
UgzrK_htdNvmkEZW0gx4AaABAg,4 anni dopo…. Che vergogna questo video… quanta gente vi ha creduto 😔,Negativo
UgxUAka7oIaztzHXmGB4AaABAg,"Adesso tutti a fare i fenomeni a dire che il vaccino è stato una truffa, un modo per prenderci in giro da parte del governo, chi dice che causa più morti ma vi ricordo che la maggior parte di quelli che dicono queste cose sono gli stessi FENOMENI che si sono fidati ciecamente del governo appena uscito il vaccino senza manco chiedersi se un vaccino di 2 anni possa essere sicuro come quelli della tubercolosi ecc che sono stati studiati per più di 20 anni...

Che ipocriti...",Complottismo
UgwYAux_zD_-WhI7_iR4AaABAg,"I ""vaccini"" hanno causato morti e malessere a milioni di persone me compreso!",Disinformazione
Ugy3ypsRUTeYHg4-beJ4AaABAg,"Hanno fatto solo danni.
Mia mamma ha preso il covid e non si è vaccinata. Ad oggi sta bene e non ha danni a nessun organo.
Io che mi sono vaccinato, ho comunque preso il covid e ho danni al cuore tali che hanno compromesso la mia vita lavorativa. 
Una sfirza di danni che mi stanno rendendo invalido.
Molte persone vaccinate sono morte, altri sono rimasti invalidi, a differenza di chi non si è vaccinato, che, pur avendo contratto il virus, ad oggi godono di una buona salute.
Chi ha trattato il covid come una semplice influenza ad oggi sta bene. Chi ha fatto prevenzione con i vaccini si è fortuito alla grande.
Mai più un vaccino Anticovid.
Pensate che la sperimentazione su un vaccino deve durare almeno 20 anni, come hanno fatto questi a farlo in breve tempo.
Apriamo gli occhi, questi assassini sono dei lucratori senza scrupoli.",Complottismo
Ugyz6o-G2cKLrdy7XUh4AaABAg,Che sarà mai un vaccino! Peggio di così.,Negativo
Ugx15PfioYBTp6AOOlV4AaABAg,"La certezza che ho avuto, il  danno che ha fatto all'Italia la prima Repubblica. Da quarta potenza mondiale, a nazione terzo mondo. Basi americane sul territorio, grazie politica.",Negativo
UgzWLEsu1xPW1R9YhIF4AaABAg,"Chi se ne frega. È la evoluzione bellezza!!!!!!!!!!!!  E la prova che vince sempre la maggioranza, qualunque sia, perché non si riesce a fondare nulla se non in base al criterio della forza. = Teoria della tettonica a placche, che implica il paradosso del 5 postulato di Euclide.",Neutrale
UgyoThVD1iJKSaOJuKx4AaABAg,La sperimentazione 😢😢😢😢😢prima loro 😢😢e tutti i loro cari😢😢....poi..noi  si vedrà 😂😂,Allarmismo
UgwRNx1ECXFtcR7Dfh54AaABAg,"In vaccino  di nuova generazione 😢😢😢non può essere iniettato nel giro di pochissimo tempo😢è da idioti😢😢incompetenti😢😢
E da subito 😢😢sapevano il danno .....che 😢😢provocava....💩💩ma la famosa😢😢 frase....dobbiamo salvare il vaccino...🤑🤑🤑avete capito????
Il vaccino 😢non le persone 😢😢😢",Complottismo
Ugw1gn3hS9OSSWekqKZ4AaABAg,Il bello deve ancora arrivare . ..,Allarmismo
UgxHtNztk8xh2ZOOwC14AaABAg,"Video falso,,, pure falso il medico,,, ovvero continua la falsa propaganda a pro vaccino-porcheria,,, in pratica, la nuova droga-letale,,, meglio un bicchierino di grappa,,, grappa pure  a chi ha fatto a chi ha fatto questo video-falso,,",Disinformazione
UgyBQHelDXfpVI85Ld54AaABAg,Possiamo però dire quello che sta succedendo e ciòe che le persone muoiono in quantità a qualsiasi età e senza sapere perché 🤷‍♂️,Allarmismo
Ugzfo9XPW0kCMjf7k7d4AaABAg,LEVATEGLI IL FIASCO...,Negativo
